v,u,w,p
11.9915,-1.79269,0.107937,-524.666
11.9906,-1.79207,0.111163,-524.416
11.9896,-1.79138,0.11509,-524.495
11.9885,-1.79068,0.119254,-524.581
11.9874,-1.79008,0.123493,-524.291
11.9862,-1.78946,0.127786,-524.081
11.9849,-1.78886,0.132076,-523.831
11.9836,-1.78826,0.136435,-523.831
11.9823,-1.78774,0.140761,-523.534
11.9808,-1.78711,0.145109,-523.534
11.9793,-1.78648,0.149472,-523.784
11.9778,-1.78584,0.153793,-524.081
11.9704,-1.78528,0.1581,-523.448
11.9641,-1.78469,0.162329,-523.331
11.9586,-1.784,0.166493,-523.495
11.9537,-1.78335,0.170576,-523.362
11.9493,-1.78279,0.17464,-523.245
11.9452,-1.78208,0.178499,-523.245
11.9416,-1.78145,0.182317,-523.034
11.9381,-1.78078,0.186458,-522.995
11.935,-1.78021,0.18871,-522.565
11.932,-1.77947,0.19039,-522.401
11.9292,-1.77871,0.191135,-521.948
11.9265,-1.77797,0.190989,-522.026
11.924,-1.77742,0.190028,-521.948
11.9216,-1.77679,0.188312,-522.612
11.9192,-1.7763,0.186131,-521.768
11.917,-1.77562,0.182999,-521.901
11.9149,-1.77493,0.181277,-521.854
11.9128,-1.77433,0.181963,-521.682
11.9055,-1.77389,0.18272,-521.682
11.894,-1.77331,0.184878,-521.901
11.8809,-1.77265,0.187894,-521.182
11.8668,-1.77195,0.192028,-520.549
11.8521,-1.77124,0.196777,-521.268
11.8368,-1.7705,0.202323,-520.518
11.8334,-1.76966,0.208401,-521.065
11.8314,-1.76874,0.214818,-520.932
11.8308,-1.78436,0.221535,-520.979
11.8308,-1.80131,0.228441,-520.385
11.8307,-1.81844,0.235367,-520.721
11.8306,-1.83602,0.242289,-520.385
11.8304,-1.85335,0.249179,-520.182
11.8302,-1.8701,0.255954,-519.963
11.83,-1.88714,0.262671,-520.182
11.8298,-1.90399,0.269306,-520.018
11.8296,-1.92017,0.275866,-519.502
11.8294,-1.93672,0.282427,-519.713
11.8266,-1.9531,0.289018,-519.088
11.8264,-1.96923,0.295638,-518.838
11.8261,-1.98567,0.30354,-519.338
11.8259,-2.00195,0.311997,-518.963
11.8256,-2.01815,0.320557,-518.87
11.8254,-2.03355,0.32914,-518.838
11.8252,-2.04983,0.338213,-519.252
11.825,-2.06836,0.348148,-518.502
11.8247,-2.08805,0.357797,-518.581
11.8245,-2.10933,0.368545,-518.252
11.8243,-2.12806,0.377335,-518.002
11.822,-2.14518,0.385096,-517.87
11.8224,-2.16022,0.391617,-518.002
11.8228,-2.17308,0.396728,-517.737
11.8232,-2.18349,0.400611,-517.956
11.8235,-2.19203,0.403323,-518.752
11.8205,-2.19723,0.403074,-518.416
11.8207,-2.21281,0.411841,-518.166
11.8208,-2.22996,0.419147,-518.331
11.8209,-2.25069,0.428909,-518.456
11.8209,-2.27481,0.440617,-517.784
11.8209,-2.30198,0.454444,-516.604
11.8209,-2.33225,0.469885,-516.487
11.8208,-2.36513,0.486938,-516.651
11.8207,-2.39968,0.505291,-516.526
11.8206,-2.43569,0.524711,-518.284
11.8204,-2.47239,0.544842,-516.737
11.8203,-2.50977,0.565487,-516.776
11.8201,-2.54711,0.586124,-517.284
11.8156,-2.58414,0.606713,-517.456
11.8154,-2.6207,0.626933,-516.573
11.8151,-2.65514,0.646532,-516.69
11.8149,-2.68776,0.665444,-516.987
11.8147,-2.71915,0.683415,-517.284
11.8145,-2.74777,0.700536,-517.073
11.8143,-2.77471,0.716736,-516.401
11.814,-2.80172,0.732217,-516.487
11.8138,-2.82131,0.744648,-516.401
11.8136,-2.83684,0.754989,-516.44
11.8133,-2.84784,0.762449,-516.573
11.8131,-2.85456,0.767938,-515.971
11.8127,-2.85679,0.77138,-516.323
11.8124,-2.85175,0.775726,-516.323
11.8066,-2.86366,0.786573,-516.323
11.8062,-2.87548,0.800895,-515.768
11.8058,-2.89069,0.818924,-515.94
11.8054,-2.90916,0.839879,-514.971
11.8049,-2.93045,0.863724,-514.424
11.8043,-2.95358,0.889631,-513.752
11.8036,-2.97775,0.916836,-513.502
11.8028,-3.00215,0.945019,-513.752
11.8019,-3.02566,0.973278,-515.557
11.8009,-3.04708,1.00044,-514.088
11.7997,-3.06526,1.02748,-514.135
11.7985,-3.08008,1.05081,-514.01
11.7971,-3.09046,1.07276,-514.971
11.7957,-3.09685,1.09135,-514.307
11.7941,-3.09824,1.10672,-514.088
11.7924,-3.08966,1.11698,-513.627
11.7907,-3.07371,1.12207,-514.471
11.7888,-3.04981,1.12229,-514.674
11.7869,-3.01762,1.11797,-513.877
11.7848,-2.98014,1.10961,-514.557
11.7827,-2.93292,1.10749,-513.838
11.7805,-2.90145,1.11424,-514.338
11.7782,-2.87851,1.12495,-514.135
11.7758,-2.88154,1.14042,-513.627
11.7733,-2.87199,1.15884,-513.456
11.7708,-2.85035,1.18033,-511.065
11.7682,-2.818,1.20345,-513.377
11.7655,-2.77596,1.22718,-512.159
11.7627,-2.72566,1.25056,-512.956
11.7599,-2.66792,1.27223,-514.385
11.757,-2.65937,1.2913,-513.588
11.7541,-2.72827,1.30668,-512.995
11.751,-2.79796,1.31738,-513.377
11.748,-2.85383,1.32206,-514.135
11.7448,-2.9067,1.32105,-513.252
11.7415,-2.95595,1.31291,-513.174
11.7399,-3.0036,1.31486,-512.541
11.739,-3.04601,1.31183,-512.791
11.7381,-3.08263,1.30267,-512.541
11.737,-3.11231,1.28869,-513.456
11.7358,-3.13163,1.27112,-513.088
11.7346,-3.13089,1.25715,-513.588
11.7332,-3.1154,1.24621,-513.291
11.7318,-3.08258,1.2402,-513.456
11.7303,-3.03469,1.23779,-513.252
11.7287,-2.97257,1.23798,-512.409
11.7271,-2.89755,1.24077,-510.479
11.7253,-2.81161,1.24351,-512.245
11.7235,-2.71644,1.24693,-510.526
11.7216,-2.62284,1.2477,-513.541
11.7195,-2.65914,1.24482,-512.12
11.7174,-2.69436,1.2374,-512.37
11.7151,-2.72765,1.24496,-512.323
11.7128,-2.75163,1.25171,-513.291
11.7103,-2.77692,1.24791,-512.909
11.7078,-2.80165,1.23444,-512.791
11.7051,-2.82548,1.21176,-512.706
11.7024,-2.8476,1.1814,-513.206
11.6996,-2.86561,1.14459,-514.424
11.6967,-2.8787,1.1042,-514.635
11.6937,-2.88551,1.06132,-514.471
11.6906,-2.88433,1.01854,-514.424
11.6875,-2.87276,0.976549,-514.385
11.6844,-2.8621,0.940026,-515.19
11.6812,-2.91113,0.909792,-515.471
11.6779,-2.95749,0.88639,-515.768
11.6746,-3.00067,0.868554,-515.471
11.6713,-3.04001,0.855161,-515.807
11.6679,-3.07585,0.846634,-514.51
11.6645,-3.10794,0.840068,-515.221
11.6611,-3.13577,0.835413,-514.221
11.6577,-3.16032,0.831033,-515.94
11.6549,-3.18093,0.835623,-515.69
11.6576,-3.19837,0.849631,-515.104
11.6602,-3.2124,0.859204,-514.385
11.6628,-3.22427,0.862824,-514.674
11.6654,-3.23393,0.861949,-514.838
11.6679,-3.24189,0.854865,-514.588
11.6704,-3.24815,0.84332,-514.174
11.6729,-3.25239,0.827605,-514.057
11.6754,-3.25599,0.808315,-513.877
11.6778,-3.25563,0.787741,-513.956
11.6803,-3.25524,0.766342,-514.674
11.6827,-3.24732,0.746298,-514.588
11.6852,-3.23249,0.728311,-514.088
11.6877,-3.21053,0.711984,-514.338
11.6902,-3.18238,0.698726,-514.385
11.6928,-3.14769,0.688335,-513.791
11.6954,-3.10627,0.680949,-513.674
11.6981,-3.05831,0.67545,-513.588
11.7008,-3.00409,0.671657,-514.471
11.7035,-2.9469,0.665084,-512.37
11.7064,-2.88566,0.656498,-513.791
11.7092,-2.8209,0.643998,-513.456
11.7122,-2.7539,0.62684,-513.088
11.7152,-2.71654,0.60449,-512.073
11.7183,-2.73078,0.576532,-512.877
11.7215,-2.74548,0.543122,-512.909
11.7247,-2.76032,0.505377,-512.877
11.7281,-2.77539,0.47212,-512.745
11.7315,-2.79019,0.436745,-512.409
11.7351,-2.80604,0.399567,-513.088
11.7387,-2.82156,0.405678,-512.627
11.7424,-2.83731,0.414153,-513.456
11.7463,-2.8518,0.422366,-512.495
11.7502,-2.86606,0.430481,-512.627
11.7543,-2.88004,0.438457,-512.573
11.7585,-2.89294,0.44901,-513.088
11.7628,-2.9048,0.459108,-511.776
11.7672,-2.9149,0.468702,-511.995
11.7717,-2.92458,0.477723,-513.252
11.7763,-2.93302,0.486197,-512.159
11.7809,-2.93987,0.49413,-513.127
11.7857,-2.9566,0.501723,-512.291
11.7905,-2.99201,0.508868,-512.956
11.7953,-3.02012,0.515687,-513.956
11.8002,-3.0407,0.522469,-513.541
11.8081,-3.05519,0.526381,-513.924
11.8145,-3.06161,0.52853,-514.385
11.8197,-3.06376,0.528572,-513.791
11.824,-3.06456,0.526592,-514.885
11.8274,-3.06631,0.52275,-513.877
11.83,-3.06688,0.517533,-513.424
11.8349,-3.06778,0.511088,-512.573
11.8399,-3.07024,0.503812,-513.041
11.8448,-3.07484,0.495818,-513.838
11.8497,-3.08076,0.492278,-513.424
11.8545,-3.08903,0.489387,-513.088
11.8593,-3.10016,0.489363,-512.495
11.8641,-3.11274,0.491095,-512.706
11.8688,-3.12534,0.49454,-512.627
11.8735,-3.13775,0.499437,-511.698
11.8781,-3.14714,0.505094,-511.44
11.8828,-3.15417,0.511766,-510.276
11.8875,-3.15958,0.519032,-510.362
11.8921,-3.16154,0.526766,-509.307
11.8968,-3.15905,0.534734,-510.479
11.9014,-3.15244,0.54265,-511.065
11.906,-3.14116,0.550806,-509.096
11.9106,-3.12854,0.558941,-509.643
11.9152,-3.11168,0.566998,-509.979
11.9198,-3.09257,0.57487,-509.76
11.9243,-3.07058,0.582487,-508.963
11.9288,-3.04596,0.589713,-508.549
11.9331,-3.02139,0.596552,-508.674
11.9374,-2.99511,0.602919,-508.346
11.9416,-2.96979,0.608567,-507.745
11.9456,-2.94318,0.613536,-508.51
11.9495,-2.91648,0.617552,-508.166
11.9533,-2.88928,0.620655,-507.666
11.9569,-2.86291,0.623029,-508.213
11.9603,-2.83856,0.630933,-507.581
11.9635,-2.8136,0.637696,-506.948
11.9666,-2.78936,0.643017,-507.034
11.9694,-2.76492,0.647124,-507.12
11.972,-2.74,0.649857,-507.377
11.9744,-2.71376,0.650339,-506.666
11.9766,-2.68601,0.650675,-506.745
11.9785,-2.65797,0.648809,-507.331
11.9801,-2.62753,0.645153,-507.666
11.9813,-2.61747,0.638668,-507.331
11.9823,-2.61619,0.629499,-508.127
11.9828,-2.61383,0.617551,-507.745
11.9828,-2.60983,0.603645,-507.831
11.9824,-2.60452,0.587658,-507.916
11.9815,-2.59715,0.570362,-508.049
11.98,-2.58834,0.552002,-507.745
11.978,-2.57729,0.533117,-506.784
11.9753,-2.56464,0.514128,-507.245
11.972,-2.54974,0.495473,-507.245
11.9681,-2.53263,0.476584,-506.331
11.9636,-2.51379,0.457941,-506.151
11.9584,-2.49289,0.439694,-505.448
11.9527,-2.46996,0.421886,-504.815
11.9464,-2.44516,0.405685,-505.401
11.9396,-2.42004,0.390382,-505.018
11.9322,-2.41218,0.376803,-504.565
11.9411,-2.4467,0.364091,-504.401
11.9508,-2.47918,0.352208,-503.971
11.9599,-2.50981,0.340629,-503.549
11.9683,-2.5384,0.329216,-504.049
11.976,-2.56595,0.318028,-504.104
11.9829,-2.59149,0.306795,-503.682
11.9891,-2.61509,0.296393,-503.846
11.9946,-2.63548,0.285105,-503.432
11.9993,-2.65352,0.27522,-503.768
12.0033,-2.6693,0.270556,-503.135
12.0065,-2.68261,0.266198,-502.721
12.0089,-2.69356,0.261944,-502.12
12.0107,-2.70237,0.25754,-501.916
12.0116,-2.70902,0.253314,-501.62
12.0119,-2.71451,0.249782,-500.409
12.0115,-2.72073,0.252157,-500.909
12.0104,-2.72635,0.260928,-500.19
12.0086,-2.73089,0.270217,-500.237
12.0062,-2.73431,0.274421,-500.026
12.0033,-2.73634,0.279359,-499.69
11.9999,-2.73678,0.284547,-498.221
11.9959,-2.73741,0.286583,-498.768
11.9915,-2.73681,0.286842,-497.088
11.9867,-2.73748,0.285634,-498.424
11.9815,-2.73908,0.285985,-497.674
11.9754,-2.74209,0.283715,-498.807
11.9691,-2.74326,0.282428,-496.838
11.9823,-2.74292,0.288781,-497.127
11.9945,-2.74061,0.290246,-498.01
12.0057,-2.73581,0.290673,-497.338
12.0159,-2.72772,0.294291,-496.127
12.0249,-2.7166,0.300932,-495.159
12.0329,-2.70522,0.306966,-495.159
12.0398,-2.69434,0.316009,-494.526
12.0456,-2.68143,0.324381,-494.143
12.0503,-2.66732,0.336309,-494.526
12.054,-2.65009,0.344299,-494.526
12.0566,-2.63258,0.351774,-496.495
12.0581,-2.63365,0.354514,-494.393
12.0586,-2.66229,0.361718,-493.596
12.0581,-2.69101,0.368428,-493.729
12.0567,-2.71852,0.372549,-493.682
12.0543,-2.74424,0.373033,-494.651
12.051,-2.76774,0.370564,-492.432
12.0469,-2.79351,0.368317,-491.752
12.042,-2.81827,0.36151,-491.331
12.0364,-2.8416,0.349401,-491.846
12.0301,-2.86485,0.342739,-491.252
12.0232,-2.88789,0.342671,-490.963
12.0157,-2.91272,0.353058,-491.581
12.0077,-2.93784,0.362181,-491.666
11.9992,-2.9635,0.370359,-491.713
11.9902,-2.99142,0.378175,-490.331
11.9809,-3.02135,0.385488,-490.698
11.9712,-3.05346,0.393475,-491.331
11.9613,-3.08376,0.400888,-491.081
11.9511,-3.11225,0.407315,-491.252
11.9407,-3.1387,0.418472,-489.87
11.9302,-3.16233,0.431544,-489.237
11.9195,-3.18323,0.446892,-490.416
11.9088,-3.2008,0.464375,-490.081
11.898,-3.21654,0.483851,-490.331
11.8873,-3.23412,0.504989,-489.237
11.8765,-3.25001,0.527449,-490.448
11.8658,-3.26585,0.550807,-490.081
11.8552,-3.28032,0.57466,-490.198
11.8447,-3.29421,0.598837,-489.534
11.8343,-3.30787,0.622997,-489.565
11.824,-3.32056,0.64687,-489.12
11.8138,-3.33296,0.670209,-487.932
11.8038,-3.34403,0.692974,-487.518
11.7939,-3.35489,0.715083,-487.518
11.7921,-3.36525,0.736592,-488.151
11.8024,-3.37539,0.757442,-488.901
11.8123,-3.38635,0.777672,-488.151
11.8219,-3.39744,0.79759,-488.518
11.8311,-3.40938,0.81568,-488.354
11.8398,-3.42175,0.831736,-487.682
11.8482,-3.4351,0.845831,-488.518
11.8562,-3.44917,0.858052,-489.12
11.8637,-3.46282,0.868453,-488.651
11.8708,-3.47655,0.881385,-488.854
11.8774,-3.4894,0.895505,-489.034
11.8836,-3.50155,0.914201,-488.651
11.8893,-3.51267,0.937341,-486.549
11.8948,-3.52208,0.96799,-489.065
11.9002,-3.53023,1.00173,-487.221
11.9046,-3.53876,1.0366,-486.971
11.9081,-3.54668,1.07268,-489.237
11.9105,-3.55108,1.109,-489.12
11.912,-3.55148,1.14484,-488.854
11.9124,-3.54941,1.17944,-488.151
11.9119,-3.54343,1.21198,-489.401
11.9103,-3.53461,1.24187,-490.034
11.9079,-3.52312,1.26887,-490.166
11.9045,-3.51804,1.29055,-489.698
11.9001,-3.51803,1.30726,-489.565
11.895,-3.50858,1.31765,-491.416
11.889,-3.49012,1.32244,-492.549
11.891,-3.46694,1.3288,-490.831
11.8962,-3.46231,1.32912,-491.885
11.9012,-3.46035,1.33663,-492.135
11.9058,-3.45948,1.3476,-489.534
11.9101,-3.45912,1.37796,-489.315
11.9141,-3.46154,1.41181,-490.12
11.9177,-3.46441,1.44745,-488.854
11.9211,-3.46776,1.48332,-492.713
11.924,-3.47207,1.51757,-492.51
11.9267,-3.47527,1.5494,-491.713
11.929,-3.47862,1.57658,-491.581
11.931,-3.47994,1.5972,-493.182
11.9326,-3.48111,1.60988,-494.276
11.9339,-3.48141,1.61359,-492.979
11.9348,-3.48212,1.60803,-494.112
11.9354,-3.48054,1.59414,-494.776
11.9357,-3.47846,1.57331,-495.245
11.9356,-3.47649,1.57515,-495.791
11.9352,-3.4737,1.57604,-494.698
11.9344,-3.46969,1.58006,-492.846
11.9333,-3.46674,1.58554,-491.331
11.9318,-3.46226,1.59094,-495.659
11.9299,-3.45841,1.59743,-492.846
11.9278,-3.45476,1.6023,-495.073
11.9253,-3.44859,1.6061,-495.995
11.9225,-3.43924,1.6066,-494.745
11.9194,-3.4262,1.603,-495.409
11.9161,-3.4113,1.59173,-496.127
11.9125,-3.39373,1.57231,-496.541
11.9088,-3.37397,1.57792,-497.643
11.9049,-3.39109,1.57585,-497.041
11.9008,-3.4006,1.56338,-498.26
11.8967,-3.3987,1.5458,-497.463
11.8926,-3.37439,1.52502,-497.674
11.8883,-3.3383,1.50851,-497.674
11.8841,-3.33776,1.4901,-496.377
11.8799,-3.34023,1.46982,-498.088
11.8757,-3.34431,1.44855,-498.221
11.8717,-3.34771,1.42573,-497.291
11.8678,-3.35208,1.39877,-500.534
11.864,-3.35905,1.3701,-500.659
11.8602,-3.36356,1.35137,-499.487
11.8566,-3.36937,1.35051,-501.502
11.853,-3.37435,1.34324,-502.916
11.8493,-3.37981,1.32805,-503.471
11.8456,-3.3846,1.30635,-502.463
11.8415,-3.38829,1.27761,-503.721
11.8371,-3.39015,1.24354,-504.018
11.8323,-3.39079,1.20471,-504.018
11.8272,-3.38926,1.19095,-503.002
11.8219,-3.38138,1.19772,-502.721
11.8162,-3.36582,1.19908,-503.596
11.8103,-3.34714,1.20267,-504.018
11.804,-3.31892,1.20629,-503.049
11.8113,-3.28413,1.20872,-503.682
11.8189,-3.23915,1.21047,-503.049
11.826,-3.201,1.21912,-503.174
11.8328,-3.1614,1.24126,-503.432
11.8391,-3.11957,1.26335,-503.385
11.8449,-3.07773,1.28368,-505.698
11.8503,-3.03441,1.30206,-503.518
11.8551,-2.9882,1.3212,-503.221
11.8593,-2.9384,1.33318,-503.385
11.863,-2.88501,1.34691,-504.932
11.8661,-2.898,1.35803,-503.768
11.8685,-2.91088,1.36518,-504.518
11.8702,-2.92384,1.3692,-507.166
11.8712,-2.94129,1.36841,-505.987
11.8715,-2.9608,1.36344,-507.916
11.871,-2.98179,1.37296,-508.081
11.8698,-3.00523,1.39272,-510.143
11.8678,-3.02903,1.40745,-509.643
11.8651,-3.05415,1.41766,-509.682
11.8616,-3.0788,1.42176,-509.182
11.8573,-3.10439,1.42154,-510.19
11.8523,-3.13248,1.41438,-509.393
11.8464,-3.2069,1.40126,-509.479
11.8397,-3.28161,1.38238,-512.323
11.834,-3.35873,1.3576,-512.495
11.8434,-3.43611,1.33405,-512.745
11.8529,-3.51294,1.30846,-512.995
11.8627,-3.59224,1.32294,-514.135
11.8725,-3.67113,1.34243,-514.307
11.8821,-3.74827,1.36359,-514.221
11.8914,-3.82508,1.38713,-514.838
11.9003,-3.899,1.41016,-514.307
11.9089,-3.96943,1.43214,-513.924
11.9171,-4.03697,1.45198,-514.135
11.9247,-4.09991,1.46768,-516.44
11.932,-4.15827,1.47821,-514.471
11.9388,-4.21122,1.4821,-513.752
11.9452,-4.2577,1.49039,-514.971
11.9511,-4.29544,1.51906,-516.151
11.9565,-4.32566,1.53687,-516.604
11.9613,-4.34882,1.54374,-515.69
11.9653,-4.36311,1.54068,-514.924
11.9686,-4.36839,1.52808,-516.151
11.9712,-4.36671,1.51297,-516.987
11.9729,-4.4114,1.49921,-516.901
11.9737,-4.49617,1.49552,-517.284
11.9736,-4.57187,1.4958,-517.401
11.9726,-4.64127,1.50019,-518.502
11.9706,-4.69903,1.51019,-517.034
11.9677,-4.74862,1.5229,-514.76
11.9638,-4.7882,1.54191,-514.51
11.9591,-4.81794,1.60046,-513.956
11.9535,-4.83609,1.65652,-517.284
11.9471,-4.84342,1.70775,-515.643
11.94,-4.83955,1.75026,-514.721
11.9321,-4.82577,1.77831,-513.924
11.9235,-4.80194,1.79281,-515.104
11.9283,-4.76931,1.79329,-515.643
11.9429,-4.72912,1.77931,-514.885
11.9567,-4.6814,1.75294,-514.76
11.9697,-4.62681,1.71524,-512.995
11.9818,-4.56717,1.67546,-515.393
11.9929,-4.50358,1.63441,-514.057
12.003,-4.43982,1.59957,-513.338
12.0122,-4.37471,1.56767,-513.174
12.0205,-4.30791,1.5386,-512.659
12.0277,-4.23856,1.51431,-510.612
12.0341,-4.16733,1.52663,-508.846
12.0431,-4.09346,1.54473,-509.346
12.0569,-4.01975,1.56497,-507.831
12.0696,-3.94906,1.57877,-511.745
12.0814,-3.87798,1.59025,-509.096
12.0921,-3.80553,1.59456,-510.19
12.1018,-3.72969,1.59031,-510.893
12.1105,-3.70494,1.57577,-511.112
12.1181,-3.7094,1.54966,-510.01
12.1248,-3.71259,1.51132,-510.096
12.1305,-3.71332,1.46214,-509.557
12.1352,-3.71355,1.40154,-512.206
12.1389,-3.71288,1.33318,-512.706
12.1417,-3.7099,1.25865,-511.276
12.1435,-3.70467,1.17959,-510.565
12.1443,-3.69773,1.09945,-510.276
12.1442,-3.68805,1.02062,-508.963
12.1431,-3.67678,0.945571,-507.581
12.141,-3.66331,0.875698,-508.549
12.1378,-3.64756,0.812133,-506.331
12.1336,-3.63075,0.754722,-507.081
12.1285,-3.61237,0.716874,-505.948
12.1225,-3.59116,0.700858,-505.987
12.1157,-3.56945,0.690826,-503.799
12.1082,-3.54633,0.685973,-504.135
12.1001,-3.52258,0.684736,-503.252
12.0914,-3.49853,0.684816,-502.971
12.0835,-3.47308,0.685289,-503.471
12.1063,-3.44872,0.682747,-501.159
12.1282,-3.42372,0.677382,-503.299
12.1497,-3.39892,0.667737,-501.916
12.1706,-3.37327,0.652884,-500.354
12.1911,-3.3479,0.633902,-500.87
12.211,-3.32156,0.609229,-501.791
12.2304,-3.29513,0.580214,-501.159
12.2494,-3.26865,0.548929,-501.62
12.2677,-3.255,0.514709,-500.659
12.2857,-3.24104,0.480189,-500.956
12.3034,-3.22562,0.450558,-500.956
12.3206,-3.20895,0.477878,-500.573
12.3374,-3.19066,0.501537,-499.19
12.3539,-3.1701,0.521212,-498.768
12.3699,-3.1481,0.543847,-497.588
12.3854,-3.1241,0.560085,-496.127
12.4006,-3.09691,0.572297,-495.245
12.4152,-3.06831,0.576149,-494.065
12.4294,-3.03749,0.575385,-494.112
12.4432,-3.00436,0.569986,-493.596
12.4564,-2.97117,0.561731,-492.713
12.4692,-2.93707,0.551056,-492.135
12.4815,-2.96068,0.540928,-491.932
12.4932,-2.99899,0.529942,-492.01
12.5045,-3.04066,0.52055,-490.831
12.5153,-3.08342,0.51673,-490.198
12.5256,-3.12732,0.515397,-490.081
12.5355,-3.17103,0.515968,-489.737
12.5448,-3.21454,0.521579,-488.354
12.5536,-3.25651,0.529334,-488.487
12.562,-3.29652,0.539756,-488.518
12.5699,-3.33354,0.551071,-488.065
12.5773,-3.3682,0.571582,-487.432
12.5843,-3.39858,0.593206,-486.002
12.5907,-3.42914,0.611055,-485.956
12.5967,-3.45974,0.624252,-486.088
12.6021,-3.48906,0.630146,-485.041
12.6071,-3.51263,0.631918,-483.026
12.6116,-3.53214,0.62438,-484.37
12.6157,-3.54806,0.610145,-482.26
12.6193,-3.56149,0.587825,-481.174
12.6225,-3.57403,0.56046,-479.877
12.6252,-3.58305,0.528705,-478.276
12.6276,-3.58984,0.505403,-478.745
12.6296,-3.59545,0.52185,-477.651
12.6312,-3.59995,0.538792,-477.565
12.6325,-3.60129,0.556039,-479.713
12.6335,-3.60123,0.573583,-477.565
12.6341,-3.59923,0.591834,-477.096
12.6345,-3.59234,0.610831,-478.315
12.6346,-3.58044,0.630225,-478.862
12.6344,-3.56212,0.647438,-479.627
12.634,-3.544,0.665032,-479.112
12.6334,-3.53019,0.688386,-480.463
12.6326,-3.5191,0.711259,-480.291
12.6316,-3.50903,0.735838,-482.354
12.6305,-3.49915,0.760972,-481.041
12.6293,-3.49017,0.786849,-479.659
12.628,-3.48113,0.812033,-478.276
12.6266,-3.47048,0.83699,-478.862
12.6251,-3.45975,0.861295,-477.182
12.6236,-3.44689,0.883535,-479.916
12.6221,-3.43017,0.903391,-477.151
12.6206,-3.41045,0.920722,-478.581
12.6191,-3.38841,0.939723,-477.518
12.6176,-3.37947,0.9594,-478.784
12.6161,-3.37437,0.983955,-477.518
12.6147,-3.37526,1.01898,-477.776
12.6132,-3.38027,1.05708,-477.862
12.6118,-3.38848,1.09825,-477.315
12.6104,-3.39966,1.14122,-474.885
12.609,-3.41164,1.18555,-475.549
12.6076,-3.42331,1.23026,-474.284
12.6062,-3.43351,1.27433,-478.065
12.6049,-3.44079,1.31556,-476.268
12.6036,-3.439,1.3528,-476.385
12.6023,-3.42907,1.38386,-476.135
12.601,-3.40311,1.41429,-478.198
12.5998,-3.39117,1.43663,-477.479
12.5985,-3.3758,1.46177,-477.776
12.5973,-3.35885,1.48708,-477.151
12.5961,-3.33924,1.51164,-477.776
12.5949,-3.31985,1.55493,-477.862
12.5937,-3.29612,1.59748,-473.573
12.5925,-3.30017,1.6369,-472.323
12.5914,-3.41002,1.67321,-470.838
12.5902,-3.50718,1.70342,-470.971
12.589,-3.60089,1.72735,-472.854
12.5879,-3.67981,1.75137,-470.838
12.5868,-3.74438,1.7639,-470.885
12.5857,-3.79368,1.77938,-472.018
